,Team,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS
0,Cardinals,1004.6573537252305,63.332717100082725,241.87069364283252,38.05090489103719,189.5128546219359,137.225544220584,305.8407398361757,380.00734267443465,1.5023600530933305
1,Falcons,33.936904353214956,44.31341448905256,257.7773728766876,30.34904473135109,765.7290538499434,390.5249964871011,104.70782879697579,397.3322187729504,0.6293090670502491
2,Ravens,272.3184433444157,61.3538074352639,300.29170599676274,219.9839318990912,318.17776489336677,167.4918875751095,143.98983187474252,475.03251228638777,0.1411381165074681
3,Bills,339.78727763127563,127.340836888994,121.31797568746265,59.93019035798298,274.42522050183055,761.0649247938696,243.38735697734919,286.23778138604143,0.0
4,Panthers,171.3952832366127,259.7905092790504,303.9732667610152,36.930513885349136,226.26106055900095,239.89064870433268,198.88606515343582,294.7853379205668,0.0
5,Bears,434.9855932261093,79.6862541824124,186.5775413039575,83.72549226673192,231.52931064174064,83.49433242534644,491.5609183932381,241.86096314986747,1.360897785085903
6,Bengals,56.0370722050217,133.42106015502728,294.98778324828857,171.8152692280327,309.07945467899884,109.92381844206697,126.28888537931462,336.0395863894794,2.8465699181819115
7,Browns,779.6173217424564,162.4528141905713,197.0795997183958,122.88917696437666,412.16690965063117,801.2002636582627,158.41949587998096,640.1411550781211,7.59
8,Cowboys,7.812942782336383,251.0352414505225,386.4755539120872,13.627998692067472,331.8527744145519,261.2984088295688,313.35411227407087,253.24882240538375,0.0
9,Broncos,161.94911293113046,63.971498217326904,148.26879660946528,293.0708708774035,395.66603487510173,568.5788367968329,70.39696677482144,166.11937578862995,0.0
10,Lions,83.65797924452637,121.31633784443534,30.887501110122198,418.1857579097757,392.01777401764423,121.630025539549,311.14966279618676,197.4009139980931,1.8921437580586848
11,Packers,7.164329216945064,31.35271942381642,40.05309371153516,74.89144738055205,198.5223140661197,528.7973142850892,141.3645871981447,753.0276897728884,7.150070122578569
12,Texans,212.65293548580243,54.73206906203761,200.64649692895233,34.34691392773836,568.2102329300617,116.06156510721537,249.36123619825278,566.2172985589474,12.132896731710078
13,Colts,20.765233658495006,45.01644571914879,178.9565486580037,105.74605547312756,654.2361362043532,208.00613963520144,395.8349619508716,503.09881663621763,0.0
14,Jaguars,14.512162123867407,328.97395026157733,151.10732049305162,84.2020233940634,426.61697005224437,339.0961693590372,556.7926006464443,364.70895139780083,1.0669570728078248
15,Chiefs,223.86440119333585,20.812956656791403,252.35852935400015,27.34090059867767,441.5610380203419,367.9575341445257,244.80737032918552,234.6330954377159,2.2472878866092847
16,Raiders,62.134988402187126,243.78755308993564,124.50281765638755,17.129650810570336,349.61941203912545,835.9990758623017,33.824766700585705,800.5084426135893,6.316074350709093
17,Chargers,12.357409866535827,118.8516327057338,279.9496271390499,97.795945786276,293.32781339932313,593.8710725516269,192.77233056636314,373.9461160047872,0.0
18,Rams,619.7245649101162,210.77186014156175,169.48839329934515,95.2593948962319,287.2447944765767,176.03376282683695,234.43921294561954,527.1773479768011,1.289402660402303
19,Dolphins,287.4862336746054,86.16190707426802,165.15790158551818,155.76063831285276,96.45206680591077,613.6554231686783,296.8701273208971,417.2106173292049,1.588753597465666
20,Vikings,22.893844837021913,160.89239367527688,241.16946441051687,141.59360931948208,472.5044541030769,86.38374542143808,189.4109758333725,427.97686274275577,1.28
21,Patriots,17.32443374690842,202.52758322027822,269.27234884667337,5.331185563593877,234.94214933227687,183.05544892059677,179.090337901162,290.0230029661529,16.932800836565637
22,Saints,54.85022212333109,47.39315652654378,112.27129857937561,3.7709848367819108,388.9466854829834,590.527181647727,205.799616991025,690.9452024518632,0.7116769380692026
23,Giants,469.6677458560091,578.4723297349772,118.80073279637928,155.15509733723542,215.53423549127876,643.5651124049159,158.7207367294251,437.84900786551015,4.009373791281049
24,Jets,405.75846680460523,32.548800970334355,68.69886115703699,47.46613006791836,94.1058966828747,784.6729493960673,192.31687814380163,392.96748863856163,0.8455361294064163
25,Eagles,339.54880064748664,119.88814428554791,287.32767295121937,140.75540657959002,407.22991176186525,432.3120943448962,76.64334003222062,239.81211553588912,6.720359709615979
26,Steelers,56.05744818133452,50.64090972277507,223.69385502606167,56.417254201066356,114.53947046655085,129.4796001758425,566.8488024646936,739.7596533788009,0.0
27,49ers,24.060672840318766,28.17027693610994,331.3706389409811,11.712492512244953,434.8776982486688,1400.6966957826712,146.48499040728535,270.58944161839855,30.625004219763763
28,Seahawks,10.86782242339084,216.3899900150547,109.02147134899108,39.63940162131315,323.09408968517124,696.1445103851124,127.4511689811524,245.98851004444447,9.431277482994712
29,Buccaneers,367.87944117144235,126.41989072273101,248.76317792998574,168.5002825747667,150.60294376760712,387.7875691504766,650.7221114727016,580.3534081406945,16.359617661133832
30,Titans,334.3495650771139,63.5661653443424,119.28430185174442,310.7040549752174,386.19389369260807,365.1872335499289,275.3109953926593,335.2347480931906,0.09193519845876666
31,Commanders,320.48893308851433,102.50049703360149,104.94180324329707,30.87004413872264,417.679420750173,498.6115337588118,405.4556742515964,187.8980709265843,1.4481147393633096
