index_x,team_abbr,season,n_plays,index_y,shotgun_rate,index,no_huddle_rate,play_action_rate,air_yards_per_att,motion_rate,under_center_rate,under_center_play_action_rate,under_center_pass_rate,under_center_run_rate,shotgun_play_action_rate,shotgun_pass_rate,shotgun_run_rate,down_1_pass_rate,down_1_run_rate,down_2_pass_rate,down_2_run_rate,down_3_pass_rate,down_3_run_rate,read_option_rate,scheme_cluster
3,ARI,2018,1216,3,45.3125,3,5.756578947368421,0.0,7.247723132969035,0.0,54.6875,0.0,32.82051282051282,67.17948717948718,0.0,81.74757281553397,18.25242718446602,52.307692307692314,47.69230769230769,56.41891891891891,43.58108108108108,82.0,18.0,0.0,1
14,ATL,2018,1327,14,41.220798794272795,14,5.87792012057272,0.0,7.924812030075188,0.0,58.779201205727205,0.0,44.510978043912175,55.489021956087825,0.0,85.8252427184466,14.174757281553395,61.24197002141327,38.75802997858672,57.943925233644855,42.05607476635514,84.72906403940887,15.270935960591132,0.0,1
25,BAL,2018,1535,25,66.51465798045602,25,5.0162866449511405,0.0,8.071884984025559,0.0,33.48534201954398,0.0,36.03238866396761,63.96761133603239,0.0,56.466876971608826,43.533123028391174,43.07692307692308,56.92307692307692,54.95049504950495,45.04950495049505,66.66666666666666,33.33333333333333,0.0,0
36,BUF,2018,1348,36,45.919881305637986,36,6.083086053412463,0.0,9.119926199261991,0.0,54.080118694362014,0.0,30.43478260869565,69.56521739130436,0.0,71.37870855148341,28.62129144851658,48.17351598173516,51.82648401826484,45.535714285714285,54.46428571428571,77.20930232558139,22.79069767441861,0.0,2
47,CAR,2018,1319,47,61.94086429112965,47,6.520090978013647,0.0,6.946577629382304,0.0,38.05913570887035,0.0,31.6,68.4,0.0,67.88511749347259,32.114882506527415,52.73109243697479,47.26890756302521,60.60606060606061,39.39393939393939,69.35483870967742,30.64516129032258,0.0,3
58,CHI,2018,1427,58,64.26068675543097,58,3.2235459004905396,0.0,8.302013422818792,0.0,35.73931324456903,0.0,23.376623376623375,76.62337662337661,0.0,63.689776733255,36.310223266745005,47.708333333333336,52.29166666666667,55.9228650137741,44.0771349862259,68.80733944954129,31.19266055045872,0.0,3
69,CIN,2018,1292,69,52.55417956656346,69,2.786377708978328,0.0,7.476843910806175,0.0,47.44582043343654,0.0,35.58282208588957,64.41717791411043,0.0,75.81168831168831,24.18831168831169,52.83018867924528,47.16981132075472,62.54071661237784,37.45928338762215,80.0,20.0,0.0,1
80,CLE,2018,1366,80,50.219619326500734,80,4.099560761346998,0.0,8.790322580645162,0.0,49.780380673499266,0.0,30.946291560102303,69.0537084398977,0.0,77.72585669781932,22.274143302180683,52.68817204301075,47.31182795698925,55.92705167173252,44.07294832826747,81.73076923076923,18.269230769230766,0.0,1
91,DAL,2018,1495,91,49.297658862876254,91,8.160535117056856,0.0,6.845092024539877,0.0,50.702341137123746,0.0,25.813449023861168,74.18655097613883,0.0,77.58369723435226,22.41630276564774,45.92445328031809,54.07554671968191,58.26771653543307,41.732283464566926,79.23728813559322,20.76271186440678,0.0,2
102,DEN,2018,1343,102,45.4951600893522,102,8.786299329858526,0.0,7.044871794871795,0.0,54.5048399106478,0.0,32.45614035087719,67.54385964912281,0.0,84.54706927175843,15.452930728241563,56.38766519823789,43.61233480176212,56.23100303951368,43.76899696048632,78.26086956521739,21.73913043478261,0.0,1
113,DET,2018,1339,113,52.94996265870052,113,8.588498879761016,0.0,6.426494345718901,0.0,47.05003734129948,0.0,26.256983240223462,73.74301675977654,0.0,78.82882882882882,21.17117117117117,49.333333333333336,50.66666666666667,62.390670553935855,37.60932944606414,80.28846153846155,19.71153846153846,0.0,3
124,GB,2018,1358,124,58.100147275405014,124,8.100147275405007,0.0,8.142241379310345,0.0,41.899852724594986,0.0,44.897959183673464,55.102040816326536,0.0,76.63043478260869,23.369565217391308,60.82251082251082,39.17748917748918,66.3716814159292,33.6283185840708,84.39024390243902,15.609756097560975,0.0,1
135,HOU,2018,1470,135,57.07482993197279,135,4.625850340136054,0.0,7.550724637681159,0.0,42.92517006802721,0.0,27.743902439024392,72.2560975609756,0.0,67.8617157490397,32.13828425096031,40.60606060606061,59.3939393939394,61.49732620320856,38.50267379679144,78.82882882882883,21.17117117117117,0.0,3
146,IND,2018,1567,146,59.98723675813656,146,9.955328653477984,0.0,7.461956521739131,0.0,40.01276324186344,0.0,28.840125391849536,71.15987460815047,0.0,73.51598173515981,26.484018264840188,58.5635359116022,41.43646408839779,54.82233502538071,45.17766497461929,78.90295358649789,21.09704641350211,0.0,3
157,JAX,2018,1307,157,55.31752104055088,157,3.5960214231063508,0.0,6.3908629441624365,0.0,44.68247895944912,0.0,28.70662460567824,71.29337539432176,0.0,72.46376811594202,27.536231884057973,50.943396226415096,49.056603773584904,57.18562874251497,42.81437125748503,74.78260869565217,25.217391304347824,0.0,3
168,KC,2018,1509,168,65.2750165672631,168,1.656726308813784,0.0,8.784057971014493,0.0,34.724983432736906,0.0,31.858407079646017,68.14159292035397,0.0,68.8963210702341,31.103678929765888,55.637707948244,44.36229205175601,63.43490304709142,36.56509695290859,76.0,24.0,0.0,3
179,LA,2018,1655,179,30.876132930513595,179,11.661631419939578,0.0,8.11731843575419,0.0,69.12386706948641,0.0,34.08805031446541,65.9119496855346,0.0,93.4873949579832,6.512605042016808,47.2636815920398,52.736318407960205,59.95145631067961,40.04854368932039,74.02597402597402,25.97402597402597,0.0,2
190,LAC,2018,1428,190,46.9187675070028,190,1.1904761904761905,0.0,7.369158878504673,0.0,53.0812324929972,0.0,30.769230769230766,69.23076923076923,0.0,80.71312803889789,19.286871961102108,46.6403162055336,53.359683794466406,61.25356125356125,38.74643874643874,85.02415458937197,14.975845410628018,0.0,1
201,LV,2018,1336,201,47.97904191616767,201,7.410179640718563,0.0,6.2151067323481115,0.0,52.02095808383233,0.0,36.36363636363637,63.63636363636363,0.0,77.3710482529118,22.628951747088188,50.4524886877828,49.5475113122172,62.64705882352941,37.35294117647059,82.23350253807106,17.766497461928935,0.0,1
212,MIA,2018,1209,212,51.86104218362283,212,10.835401157981805,0.0,7.281496062992126,0.0,48.13895781637717,0.0,34.797297297297305,65.2027027027027,0.0,69.46826758147513,30.53173241852487,47.30077120822622,52.69922879177378,56.747404844290664,43.25259515570934,80.74866310160428,19.25133689839572,0.0,3
223,MIN,2018,1323,223,48.82842025699168,223,5.517762660619804,0.0,6.752688172043011,0.0,51.17157974300832,0.0,35.48387096774194,64.51612903225806,0.0,83.96694214876032,16.033057851239672,56.16740088105728,43.83259911894273,62.65432098765432,37.34567901234568,84.80392156862744,15.196078431372548,0.0,1
234,NE,2018,1699,234,37.316068275456146,234,4.2377869334902885,0.0,7.376731301939058,0.0,62.683931724543854,0.0,29.108635097493043,70.89136490250696,0.0,86.07382550335569,13.926174496644292,44.42622950819673,55.57377049180327,61.50341685649203,38.496583143507976,68.69918699186992,31.30081300813008,0.0,2
245,NO,2018,1491,245,41.98524480214621,245,1.0731052984574112,0.0,7.020833333333333,0.0,58.01475519785379,0.0,28.769497400346623,71.23050259965338,0.0,79.79094076655052,20.209059233449477,47.0479704797048,52.952029520295206,55.107526881720425,44.89247311827957,73.23943661971832,26.76056338028169,0.0,2
256,NYG,2018,1313,256,46.53465346534654,256,7.0830159939070825,0.0,6.886614173228346,0.0,53.46534653465346,0.0,35.49160671462829,64.5083932853717,0.0,84.84320557491289,15.156794425087112,52.093023255813954,47.906976744186046,63.71951219512195,36.28048780487805,88.83495145631069,11.165048543689322,0.0,1
267,NYJ,2018,1308,267,46.86544342507645,267,2.8287461773700304,0.0,8.250889679715302,0.0,53.13455657492355,0.0,28.46153846153846,71.53846153846153,0.0,77.62478485370052,22.37521514629948,50.47846889952153,49.52153110047847,54.43037974683544,45.56962025316456,76.63551401869158,23.364485981308412,0.0,2
278,PHI,2018,1495,278,64.61538461538461,278,6.287625418060201,0.0,7.141654978962132,0.0,35.38461538461539,0.0,34.9809885931559,65.0190114068441,0.0,69.61883408071749,30.38116591928251,54.510556621881,45.489443378119006,62.96296296296296,37.03703703703704,77.33333333333333,22.666666666666664,0.0,3
289,PIT,2018,1377,289,63.90704429920117,289,12.200435729847497,0.0,7.419220055710307,0.0,36.09295570079883,0.0,27.234042553191497,72.76595744680851,0.0,78.98550724637681,21.014492753623188,57.94768611670021,42.05231388329979,70.60518731988472,29.394812680115272,84.5,15.5,0.0,3
300,SEA,2018,1435,300,54.35540069686411,300,5.574912891986063,0.0,8.001972386587772,0.0,45.64459930313589,0.0,34.7953216374269,65.2046783625731,0.0,53.51724137931034,46.48275862068966,36.11111111111111,63.888888888888886,46.51810584958218,53.48189415041783,73.30316742081448,26.69683257918552,0.0,0
311,SF,2018,1334,311,37.331334332833585,311,5.022488755622189,0.0,6.5188356164383565,0.0,62.668665667166415,0.0,38.95870736086175,61.04129263913825,0.0,81.19469026548673,18.80530973451328,47.689075630252105,52.3109243697479,61.111111111111114,38.88888888888889,77.2020725388601,22.797927461139896,0.0,1
322,TB,2018,1395,322,51.32616487455197,322,9.46236559139785,0.0,9.913432835820895,0.0,48.67383512544803,0.0,36.633663366336634,63.366336633663366,0.0,79.57317073170732,20.42682926829269,55.6640625,44.3359375,64.43148688046647,35.56851311953353,80.74866310160428,19.25133689839572,0.0,1
333,TEN,2018,1250,333,43.36,333,10.32,0.0,6.731958762886598,0.0,56.64,0.0,28.92938496583144,71.07061503416857,0.0,71.6,28.4,40.625,59.375,48.19672131147541,51.80327868852459,77.5609756097561,22.439024390243905,0.0,2
344,WAS,2018,1302,344,52.995391705069125,344,4.070660522273426,0.0,7.544964028776978,0.0,47.004608294930875,0.0,27.859237536656895,72.14076246334311,0.0,73.29093799682035,26.709062003179657,41.247002398081534,58.752997601918466,63.80368098159509,36.19631901840491,78.15533980582524,21.844660194174757,0.0,3
